City	Library	(Collection + ) Call Number	Witness to text	Specific contents	Main language	Date AH	Date CE	Inferred date		Place	Copyist name	Ownership	Catalogue reference	Digital resource	Alternative data source	Scan available
Tehran?	Unknown repository	Arabic Manuscripts Institute al-Falsafa waʾl-manṭiq al-murattab al-abjādī 492 		Partial?										http://alnadeem-mss.malecso.org/cgi-bin/koha/opac-detail.pl?biblionumber=115288&query_desc=kw%2Cwrdl%3A%20%D8%B1%D8%B3%D8%A7%D8%A6%D9%84%20%D8%A7%D8%AE%D9%88%D8%A7%D9%86%20%D8%A7%D9%84%D8%B5%D9%81%D8%A7	Arabic Manuscripts Institute	
Tehran?	Unknown repository	13677		Extracts in majmūʿa 				11th/17th C							Aghabozorg.ir	
Tehran?	Unknown repository	15276		Extracts in majmūʿa 		1111	1699				Ḍiyāʾ al-Dīn D-rī				Aghabozorg.ir	
Tonk	Rajasthan Arabic and Persian Research Institute	1844		"Risala Ikhwan us-Safa" attrubuted to Ahmad b. Muhammad									Catalogue			
Toronto 	Birnbaum Collection	58 / A2 	Rasāʾil ikhwān al-ṣafāʾ 	Partial				12th/18th C					Catalogue			
Tübingen	Universitätsbibliothek	Ma VI 86	Risālat al-Jāmiʿa	Full copy		611	1215						http://idb.ub.uni-tuebingen.de/opendigi/LXV48_qt-MaVI-2#p=51	https://www.qalamos.net/receive/DE21Book_manuscript_00000174		
Tübingen	Universitätsbibliothek	Ma VI 90	Rasāʾil ikhwān al-ṣafāʾ 	Extract in majmūʿa (Section on “awliyāʾ Allāh”)				9th/15th C						https://www.qalamos.net/receive/DE21Book_manuscript_00000208		http://idb.ub.uni-tuebingen.de/opendigi/MaVI90#p=5
Turin	University Library	Kahle 179 (No. 220/II (o.i. no. 353/II)		Turkish translation of qism 3 in majmūʿa				late 13th/19th C					Catalogue			
Unknown	Christies 	2001 Live Auction 6428 - Lot 56	Rasāʾil ikhwān al-ṣafāʾ 	Partial				11th/17th C		Iran? 				https://www.christies.com/en/lot/lot-2034344		
Unknown	Piasa	Rares manuscrits orientaux chrétiens et islamiques - Lot H	Rasāʾil ikhwān al-ṣafāʾ 	2.1-2.8	Arabic			7th/13th C		Syria?			Auction catalogue	https://sdbm.library.upenn.edu/entries/31204		
Unknown	Sotheby's	Arts of the Islamic World 2008 - Lot 28		Fragment? (40 leaves) - mukhtasar? 		711	1311				Muhammad ibn Ahmad al-Isfara'ini			https://www.sothebys.com/en/auctions/ecatalogue/2008/arts-of-the-islamic-world-l08220/lot.28.html?locale=en		
Unknown	Sotheby's	Arts of the Islamic World 2010 - Lot 39	Rasāʾil ikhwān al-ṣafāʾ 	Extract in majmūʿa	Arabic			10th/16th C					Schoenberg database	https://sdbm.library.upenn.edu/entries/185035		
Unknown	Sotheby's	Arts of the Islamic World 2016 - Lot 35	Rasāʾil ikhwān al-ṣafāʾ 	Partial (qism 1)				8th/14th C						https://www.sothebys.com/en/auctions/ecatalogue/2016/arts-islamic-world-l16220/lot.35.html		
Unknown	Sotheby's	Arts of the Islamic World 2017 - Lot 27	Rasāʾil ikhwān al-ṣafāʾ 	Partial (half of qism 3 + qism 4)		683	1284			Anatolia?	Muḥammad b. ʿUmar b. Muḥammad al-Khāzin al-Tustari			https://www.sothebys.com/en/auctions/ecatalogue/2017/arts-of-the-islamic-world-l17220/lot.27.html		
Unknown	Sotheby's	Arts of the Islamic World 2018 - Lot 38	Rasāʾil ikhwān al-ṣafāʾ 	Partial (qism 1)				17th/18th C		India?	Yadullah-bakhsh (?) ibn Mulla 'Abd al-Qadir			https://www.sothebys.com/en/auctions/ecatalogue/2018/arts-of-the-islamic-world-l18220/lot.38.htm		
Unknown	Sotheby's	Arts of the Islamic World 2023 - Lot 22	Rasāʾil ikhwān al-ṣafāʾ 	Full copy	Arabic	1042	1633			Mashhad?	Muḥammad Bāqir b. Ḥajjī Muḥammad al-Ḥāfiẓ	Copied for Abū al-Fatḥ Manuchihr Khān (d. 1636)		https://web.archive.org/web/20231020081110/https://www.sothebys.com/en/buy/auction/2023/arts-of-the-islamic/a-rare-complete-copy-of-rasail-ikhwan-al-safa		
Uppsala	Uppsala University Library	300 / O Nov. 526 / Zn. 389	Mujmal al-ḥikma	Partial copy				11th/17th C					Ali Muhaddis, Catalogue of Persian Manuscripts in Uppsala University Library, 2012, pp. 305-6			
Vatican	Vatican Library	Majmūʿa 1608	Rasāʾil ikhwān al-ṣafāʾ 	Extract in majmūʿa		1030	1621						Catalogue			
Vatican	Vatican Library	Majmūʿa 265	Rasāʾil ikhwān al-ṣafāʾ 	Extract in majmūʿa		1175	1762						Catalogue			
Vatican	Vatican Library	Majmūʿa 494	Rasāʾil ikhwān al-ṣafāʾ 	Extract in majmūʿa (astronomy)									Flügel, catalogue band 1, p. 42, nr. 26 http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0777_c0042_jpg.htm	http://alnadeem-mss.malecso.org/cgi-bin/koha/opac-detail.pl?biblionumber=111135&query_desc=kw%2Cwrdl%3A%20%D8%B1%D8%B3%D8%A7%D8%A6%D9%84%20%D8%A7%D8%AE%D9%88%D8%A7%D9%86%20%D8%A7%D9%84%D8%B5%D9%81%D8%A7		
Vienna	Österreichische Nationalbibliothek	Cod. A.F. 441	Mujmal al-ḥikma	Full copy		1202	1787							https://w3id.org/vhmml/readingRoom/view/528019		
Vienna	Österreichische Nationalbibliothek	Cod. Mixt. 341 	Rasāʾil ikhwān al-ṣafāʾ 	Full?				10th/16th C		Turkey?				https://w3id.org/vhmml/readingRoom/view/529074		
Vienna	Österreichische Nationalbibliothek	Cod. N.F. 371		Extract(s) in majmūʿa (Persian)		949	1542			Mecca	حافظ على بن محمد ابراهيم فندرسكى من بلاد خراسان			https://w3id.org/vhmml/readingRoom/view/530773		
Vienna	Vienna Academy	Vienna_1491		?									ISMI Website			
